voyageid,voyagerank,voyagename,port,sailingfrom,ground,yearout,dayout,yearin,dayin,returncode,agentid,agent,bone,sperm,oil,customsdistrict,logbookexists,aowllink,crewlistlink,source,masterid,master,fate,birth,birthlocation,death,deathlocation,wife,wifetosea,vitalrecordssource,lateroccupation,vesselid,vessel,rig,tonnage,builtplace,builtdate,end,denniswood,logbookscan,voyagecode,boatcode,max_distance,years,price_sperm,price_sperm_real,price_oil,price_oil_real,price_bone,price_bone_real,lost,lost_total,_merge2,product,product_nom,tonn_avg,enddate,life,duration,mastercode,age,lay,_merge,Total,experience,re_prod,n_voyage,l_re_prod,change_boat,stay_boat
AV08201,1,Lancaster : 1831-1834,"New Bedford, MA",,Pacific,1831,1831,1834,1834,C,AA0984,"Perry, Jireh",0,2200,0,"New Bedford, MA",PPL,NULL,1,"1, 4, 6, 395, 5",AM4921,"Swift, Obed Nye",,1804,,"July 2, 1863","New Bedford, MA",Elizabeth Garvin,,591,,AS0370,Lancaster,Ship,383,"Philadelphia, PA",1811,"Cond at St Thomas, 1862",,NULL,7471,361,,3,.70999998,.75999999,.30000001,.31999999,.17,.18000001,.041958041,6,Matched (3),70224,65604,383,1862,,3,4232,,,both in master and using data,2,1,23408,1,,,
AV10308,1,Nautilus : 1834-1838,"New Bedford, MA",,Pacific,1834,1834,1838,1838,L,AA0984,"Perry, Jireh",0,2412,0,"New Bedford, MA","PPL, NBL",NULL,1,"1, 4, 6, 7, 395, 5",AM4921,"Swift, Obed Nye",,1804,,"July 2, 1863","New Bedford, MA",Elizabeth Garvin,,591,,AS0489,Nautilus,Ship,340,"Boston, MA",1818,"Lost Tumbez, Peru, Oct 9, 1843",1-363,NULL,9381,478,,4,.72500002,.81,.27500001,.31,.20999999,.23,.026881721,5,Matched (3),82056.242,73445.406,340,1843,25,4,4232,,,both in master and using data,2,2,20514.061,2,23408,1,
AV08202,1,Lancaster : 1834-1838,"New Bedford, MA",,Pacific,1834,1834,1838,1838,C,AA0930,"Nye, T. & A. R.",0,2385,0,"New Bedford, MA",KWM,NULL,1,"1, 4, 5, 7, 161, 395",AM4922,"Swift, Rodolphus Nye",,"Nov 29,1810","New Bedford, MA",1901,"115, 449, 590",Sylvia H. Nye,,533,Live-oaking business in southern states for US Navy,AS0370,Lancaster,Ship,383,"Philadelphia, PA",1811,"Cond at St Thomas, 1862",1-286,NULL,7472,361,,4,.72500002,.81,.27500001,.31,.20999999,.23,.026881721,5,Matched (3),81137.703,72623.25,383,1862,51,4,4233,,,both in master and using data,1,1,20284.426,1,,,
AV12856,1,Sarah : 1855-1859,"Mattapoisett, MA",,Pacific,1855,1855 Oct 15,1859,1859 8 May,C,AA0844,"Meigs, Loring",35800,257,2624,New Bedford,NBL,NULL,1,"1, 4, 6, 7, 395, 5",AM4923,"Swift, Stephen",,,,,,,,,,AS2359,Sarah,Ship,370,"Mattapoisett, MA",1846,"Cond at Mauritius, 1863",3-398,NULL,11699,2264,,4,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),103691.54,113904.77,370,1863,17,4,4234,,.071428575,both in master and using data,1,1,25922.885,1,,,
AV08167,1,Lagoda : 1868-1873,"New Bedford, MA",,Pacific,1868,1868 Jul 25,1873,1873 Jun 1,C,AA0140,"Bourne, Jonathan, Jr.",2975,765,2975,New Bedford,NBW,NULL,1,"1, 2, 4, 6, 7, 5",AM4924,"Swift, Stephen L.",,"July 2, 1817",Wareham,,,,,,,AS0381,Lagoda,Bark / Ship,341/371/353,"Scituate, MA",1826,"Cond at Yokohama, Aug 7, 1890",4-116; 4-133,1,7439,372,,5,1.92,1.22,.81999999,.51999998,1.025,.64999998,.11176471,19,Matched (3),106106.35,167197.97,355,1890,64,5,4235,,,both in master and using data,1,1,21221.27,1,,,
AV04524,1,Enterprise : 1849-1851,"New Bedford, MA",,W Arctic,1849,1849,1851,1851,L,AA0599,"Hitch, Charles",29200,95,2107,New Bedford,PPL,NULL,1,"1, 2, 4, 6, 7, 5, 395, 47",AM4925,"Swift, Weston Jenkins",,"June 10, 1815","Falmouth, MA","Dec 5, 1906","Falmouth, MA",Eunice B. Crocker,,"76, 591",,AS0174,Enterprise,Ship,291,"Philadelphia, PA",1807,"Lost, Company’s Is, 1855",2-185,NULL,4148,173,,2,1.089,1.33,.39899999,.49000001,.31799999,.38999999,.050632913,12,Matched (3),60056.762,48939.816,291,1855,,2,4236,,.0625,both in master and using data,3,1,30028.381,1,,,
AV08500,1,Liverpool II : 1851-1853,"New Bedford, MA",,N Pacific,1851,1851 Nov 28,1853,1853 Jul 15,L,AA1362,"Wilcox, Thomas",35000,243,2077,New Bedford,PPL,NULL,1,"1, 4, 6, 36, 7, 5, 47",AM4925,"Swift, Weston Jenkins",,"June 10, 1815","Falmouth, MA","Dec 5, 1906","Falmouth, MA",Eunice B. Crocker,,"76, 591",,AS0383,Liverpool II,Ship,428,"Medford, MA",1828,"Wrecked off Pt Clarence, July 15, 1853, cond, stripped, and burned",2-409,NULL,7754,374,,2,1.2725,1.53,.453125,.55000001,.345,.41999999,.078291818,22,Matched (3),78293.883,64590.043,428,1853,25,2,4236,,.071428575,both in master and using data,3,2,39146.941,2,30028.381,1,
AV03237,1,Congaree : 1859-1863,"New Bedford, MA",,S Pacific,1859,1859 Oct 19,1863,1863,C,AA1362,"Wilcox, Thomas",0,200,0,New Bedford,"PPL, LIM",NULL,1,"1, 4, 6, 7, 50, 5, 457, 76, 47",AM4925,"Swift, Weston Jenkins",,"June 10, 1815","Falmouth, MA","Dec 5, 1906","Falmouth, MA",Eunice B. Crocker,1,"76, 591",,AS0118,Congaree,Bark / Ship,324/321,"Medford, MA",1838,"Cond and sold at Valparaiso, July, 1863",3-58,NULL,2952,118,,4,1.3625,1.4299999,.48500001,.50999999,.88,.93000001,.1124498,28,Matched (3),12012,11445,322.5,1863,,4,4236,,,both in master and using data,3,3,3003,3,39146.941,1,
AV04877,1,Fannie Byrnes : 1879-1881,"New Bedford, MA",,"Atlantic, W Indies",1879,1879 Oct 30,1881,1881 Nov 17,C,AA0934,"Oliveira, James",0,280,25,New Bedford,,NULL,1,"1, 13, 5, 117, 248, 427, 395, 529",AM4927,"Sylvia, Antonio L.",,1840,Sao Jorge,,,,,737,"operated a store, invested in whaleships",AS0433,Fannie Byrnes,Schr,66,"Newburyport, MA",1871,"Condemned and sold at St. Thomas, 1884",,NULL,4473,423,,2,.84500003,.94,.38999999,.43000001,2.3399999,2.5999999,.043956045,4,Matched (3),11505.9,10346.7,66,1884,,2,4237,,,both in master and using data,2,1,5752.9502,1,,,
AV04878,1,Fannie Byrnes : 1882-1884,"New Bedford, MA",,Atlantic,1882,1882 Apr,1884,1884,C,AA0935,"Oliveira, Joseph",,,,New Bedford,,NULL,1,"1, 13, 5, 117, 529",AM4927,"Sylvia, Antonio",,1840,Sao Jorge,,,,,737,"operated a store, invested in whaleships",AS0433,Fannie Byrnes,Schr,66,"Newburyport, MA",1871,"Condemned and sold at St. Thomas, 1884",,NULL,4474,423,,2,1.0599999,.98000002,.53500003,.5,1.71,1.58,.03409091,3,Matched (3),,,66,1884,13,2,4237,37,,both in master and using data,2,2,,2,5752.9502,,1
AV05807,1,Globe : 1850-1851,"New Bedford, MA",,N Pacific,1850,1850 Nov 16,1851,1851 Aug 10,L,AA0665,"Hussey, George",,,,New Bedford,NBL,NULL,1,"1, 4, 6, 7, 5",AM4932,"Taber, Asa",,"Apr 1, 1819","Fairhaven, MA","Apr 17, 1878","New Bedford, MA",Harriet G. Taylor,,591,,AS0249,Globe,Ship,479,"Kensington, PA",1824,"Lost, Behring Sts, Aug 10, 1851",1-206,NULL,5322,244,,1,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),,,479,1851,,1,4240,,,both in master and using data,3,1,,1,,,
AV13796,1,Thomas Dickason   : 1852-1856,"New Bedford, MA",,Will th,1852,1852,1856,1856,A,AA0511,"Gibbs, Alexander",24793,398,1518,New Bedford,"KWM, NBL",NULL,1,"1, 4, 6, 395, 452, 5",AM4932,"Taber, Asa",,"Apr 1, 1819","Fairhaven, MA","Apr 17, 1878","New Bedford, MA",Harriet G. Taylor,,591,,AS0657,Thomas Dickason,Bark / Ship,454/461,"New Bedford, MA",1826,"Abandoned in the arctic, Sept 14, 1871",,NULL,12537,648,,4,1.2375,1.41,.68167001,.76999998,.50749999,.57999998,.084269665,15,Matched (3),87041.617,76729.047,457.5,1871,,4,4240,,.0625,both in master and using data,3,2,21760.404,2,,1,
AV00258,1,Adeline : 1856-1860,"New Bedford, MA",,N Pacific,1856,1856 Oct 21,1860,1860,So,AA1305,"Tucker, Charles R. & Co.",15100,182,1221,New Bedford,"NBW, NBL",1,1,"1, 4, 6, 7, 5, 395, 76",AM4932,"Taber, Asa",,"Apr 1, 1819","Fairhaven, MA","Apr 17, 1878","New Bedford, MA",Harriet G. Taylor,1,591,,AS0002,Adeline,Ship,354/330/329,"Newcastle, ME",1825,"Sold to Manchester, MA and then foreign",3-4,NULL,239,4,30.582016,4,1.62,1.54,.79500002,.75999999,.57999998,.55000001,.11824324,35,Matched (3),59051.078,61910.469,337.66666,1874,49,4,4240,,.083333336,both in master and using data,3,3,14762.77,3,21760.404,1,
AV03194,1,Commodore Rodgers : 1833-1836,"New Bedford, MA",,Pacific,1833,1833,1836,1836,L,AA0930,"Nye, T. & A. R.",0,2230,0,"New Bedford, MA",,NULL,1,"1, 4, 5, 7, 5, 395",AM4933,"Taber, Asaph Price , Sr.",,1803,,1866,,,,590,,AS0119,Commodore Rodgers,Ship,298,New York,1817,"Lost at Monterey, CA, 1839",1-74,NULL,2914,119,,3,.85000002,.88999999,.25999999,.27000001,.13,.14,.04812834,9,Matched (3),83357.398,79611,298,1839,,3,4241,,,both in master and using data,5,1,27785.799,1,,,
AV09027,1,Maria Theresa : 1842-1844,"New Bedford, MA",,Pacific,1842,1842 Jul 26,1844,1844 Dec6,,AA0930,"Nye, T. & A. R.",29000,105,2727,New Bedford,"NBW, MAU",1,1,"1, 2, 4, 5, 7, 112, 335, 395, 638",AM4933,"Taber, Asaph P.",,1803,,1866,,,,590,,AS0411,Maria Theresa,Ship,330,New York,1807,Stone Fleet #1,1-312,NULL,8239,400,28.039646,2,.73000002,.88999999,.33750001,.41,.24909,.30000001,.094117649,24,Matched (3),59583.84,49098.137,330,1861,,2,4241,,.0625,both in master and using data,5,2,29791.92,2,27785.799,1,
AV01053,1,Annawan II : 1848-1850,"Mattapoisett, MA",,"Atlantic,Carib,  Mona",1848,1848 Oct 3,1850,1850 27 Jan,L,AA0477,"Freeman, Seth",0,550,0,New Bedford,KWM,NULL,1,"1, 2, 4, 6, 7, 297, 5, 395",AM4933,"Taber, Asaph P.",,1803,,1866,,,,590,,AS0035,Annawan II,Bark / Brig,159/108,"Mattapoisett, MA",1841,"Lost near Bermuda, July 9, 1873",2-20,NULL,967,36,,2,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),28182,23176.229,133.5,1873,,2,4241,,.083333336,both in master and using data,5,3,14091,3,29791.92,1,
AV01579,1,Barclay : 1850-1852,"New Bedford, MA",,"S Atlantic, N Atlantic",1850,1850 May 11,1852,1852 Apr 22,C,AA1253,"Taber, Henry & Co.",0,974,0,New Bedford,"KWM, SLU",1,1,"1, 2, 4, 6, 7, 5, 395, 478",AM4933,"Taber, Asaph P.",,1803,,1866,,,,590,,AS0067,Barclay,Ship,281,"New Bedford, MA",1793,"Withdr and broken up, at NB, 1859",2-56,NULL,1445,67,10.506345,2,1.207,1.4400001,.491,.57999998,.34400001,.41,.13095239,33,Matched (3),58907.523,49375.957,281,1859,,2,4241,,.083333336,both in master and using data,5,4,29453.762,4,14091,1,
AV01580,1,Barclay : 1852-1854,"New Bedford, MA",,,1852,1852,1854,1854,C,AA1253,"Taber, Henry & Co.",2400,728,365,New Bedford,"NBW, PPL",1,1,"1, 4, 7, 112, 5, 395, 496, 638",AM4933,"Taber, Asaph P.",,1803,,1866,,,,590,,AS0067,Barclay,Ship,281,"New Bedford, MA",1793,"Withdr and broken up, at NB, 1859",2-56; 2-69,NULL,1446,67,11.519107,2,1.2375,1.41,.68167001,.76999998,.50749999,.57999998,.084269665,15,Matched (3),56308.258,49505.801,281,1859,,2,4241,,,both in master and using data,5,5,28154.129,5,29453.762,,1
AV09761,1,Millinoket : 1855-1858,"New Bedford, MA",,Pacific,1855,1855 Aug 6,1858,1858,,AA0634,"Howland, Benjamin Franklin",0,509,2,New Bedford,NYH,NULL,1,"1, 2, 4, 6, 7, 12, 5, 395",AM4935,"Taber, Charles Austin Mendall",,,,,,Rebecca Lund,,,,AS0476,Millinoket,Bark,185,"Hampden, ME",1839,,3-521,NULL,8891,466,,3,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),34473.18,37941.707,185,1862,,3,4243,,.071428575,both in master and using data,2,1,11491.06,1,,,
AV09762,1,Millinoket : 1859-1862,"New Bedford, MA",,,1859,1859 May 3,1862,1862,,AA0634,"Howland, Benjamin Franklin",0,383,0,New Bedford,,NULL,1,"1, 4, 7, 5, 395",AM4935,"Taber, Charles Austin Mendall",,,,,,Rebecca Lund,,,,AS0476,Millinoket,Bark,185,"Hampden, ME",1839,,3-521; 3-581,NULL,8892,466,,3,1.3625,1.4299999,.48500001,.50999999,.88,.93000001,.1124498,28,Matched (3),23002.979,21917.174,185,1862,23,3,4243,,,both in master and using data,2,2,7667.6597,2,11491.06,,1
AV09805,1,Milwood : 1832-1833,"New Bedford, MA",,,1832,1832,1833,1833,L,AA0012,"Allen, Gideon",0,20,1180,"New Bedford, MA",,NULL,1,"1, 4, 150, 395, 5",AM4936,"Taber, Charles H.",,,,,,,,,,AS0403,Milwood,Bark / Ship,254/217,"Queen’s County, NY",1806,"Lost Cumberland Inlet, Nov 13, 1871",,NULL,8935,393,,1,.85000002,.88999999,.235,.25,.13,.14,.035502959,6,Matched (3),13137.6,12360.6,235.5,1871,,1,4244,,,both in master and using data,2,1,13137.6,1,,,
AV09806,1,Milwood : 1833-1834,"New Bedford, MA",,,1833,1833,1834,1834,L,,NULL,0,0,1250,"New Bedford, MA",,NULL,1,"1, 4, 150, 395, 5",AM4936,"Taber, Charles H.",,,,,,,,,,AS0403,Milwood,Bark / Ship,254/217,"Queen’s County, NY",1806,"Lost Cumberland Inlet, Nov 13, 1871",,NULL,8936,393,,1,.85000002,.88999999,.25999999,.27000001,.13,.14,.04812834,9,Matched (3),14175.001,13649.999,235.5,1871,65,1,4244,,,both in master and using data,2,2,14175.001,2,13137.6,,1
AV06890,1,Huntress : 1841-1844,"New Bedford, MA",,Pacific,1841,1841 Aug 20,1844,1844,L,AA0512,"Gibbs, Alfred",20000,570,2535,New Bedford,"PPL, MAU",1,1,"1, 2, 4, 6, 7, 335, 5, 395",AM4937,"Taber, Charles S.",,,,,,,,,,AS0277,Huntress,Ship,391,"Milton, MA",1811,"Lost, Karagin Is, Bering Sea, Apr 25 1852",1-227,NULL,6321,272,28.153843,3,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),65883.297,60241.824,391,1852,,3,4246,,.0625,both in master and using data,2,1,21961.1,1,,,
AV04227,1,Elizabeth : 1844-1847,"New Bedford, MA",,Indian O,1844,1844 Jul 25,1847,1847 Mar 24,,AA0930,"Nye, T. & A. R.",19900,698,1691,New Bedford,KWM,1,1,"1, 2, 4, 69, 7, 50, 395",AM4937,"Taber, Charles S.***",L,,,,,,,,,AS0172,Elizabeth,Ship,339/329,"Dartmouth, MA",1837,,2-184,NULL,3872,171,28.027195,3,.90499997,1.1799999,.36500001,.47,.40000001,.51999998,.079710148,22,Matched (3),78321.219,60414.012,334,1864,,3,4246,,.06666667,both in master and using data,2,2,26107.072,2,21961.1,1,
AV07934,1,Julian : 1847-1851,"New Bedford, MA",,N Pacific,1847,1847 Jun 23,1851,1851,So,AA0564,Hathaway & Luce,31200,92,2530,New Bedford,"KWM, PPL, SLU, MAU",1,1,"1, 2, 4, 6, 7, 140, 161, 335, 5, 395",AM4938,"Taber, Cyrus***",L,,,,,,,,,AS0323,Julian,Ship,362/356,"Duxbury, MA",1828,"Sold to NY, Germany, and Honolulu",2-350,NULL,7232,316,31.032225,4,1.002548,1.11,.36000001,.40000001,.30875,.34,.047781572,14,Matched (3),57401.039,51760.445,359,1862,,4,4247,,.055555556,both in master and using data,1,1,14350.26,1,,,
AV03305,1,Copia : 1842-1845,"New Bedford, MA",,,1842,1842 Oct 30,1845,1845 Feb 25,C,AA0735,"Kollock, Lemuel",37000,205,3112,New Bedford,,NULL,1,"1, 2, 4, 7, 5, 395",AM4940,"Taber, Daniel Howland",,,,1859,at sea,Sarah A. Parker,,574,,AS0094,Copia,Ship,315,"Newcastle, ME",1832,"Cond at New Bedford, 1855",1-85,NULL,3016,94,,3,.73000002,.88999999,.33750001,.41,.24909,.30000001,.094117649,24,Matched (3),72351.539,59614.23,315,1855,,3,4248,,,both in master and using data,4,1,24117.18,1,,,
AV03306,1,Copia : 1845-1848,"New Bedford, MA",,"Indian, N Pacific, S Pacific",1845,1845 Jun,1848,1848 May 5,C,AA0735,"Kollock, Lemuel",4700,275,2105,New Bedford,"NBW, KWM",1,1,"1, 4, 6, 7, 69, 5, 395",AM4940,"Taber, Daniel Howland",,,,1859,at sea,Sarah A. Parker,,574,,AS0094,Copia,Ship,315,"Newcastle, ME",1832,"Cond at New Bedford, 1855",2-91,NULL,3017,94,28.010736,3,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),49534,40809.164,315,1855,,3,4248,,.0625,both in master and using data,4,2,16511.334,2,24117.18,,1
AV03307,1,Copia : 1848-1852,"New Bedford, MA",,"N Pacific, S Pacific",1848,1848,1852,1852,C,AA0735,"Kollock, Lemuel",27400,125,2641,New Bedford,MM,NULL,1,"1, 2, 4, 6, 7, 5, 76",AM4940,"Taber, Daniel Howland***",L,,,1859,at sea,Sarah A. Parker,1,574,,AS0094,Copia,Ship,315,"Newcastle, ME",1832,"Cond at New Bedford, 1855",2-91,NULL,3018,94,,4,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),59267.801,48831.188,315,1855,,4,4248,,.0625,both in master and using data,4,3,14816.95,3,16511.334,,1
AV00551,1,Alice Frazier : 1851-1855,"New Bedford, MA",,"Okhotsk, N Pacific, S Pacific, W Arctic",1851,1851 Sep 10,1855,1855,L,AA0735,"Kollock, Lemuel",26081,136,1931,New Bedford,"MM, NBW",NULL,1,"1, 4, 6, 7, 5, 395, 76",AM4940,"Taber, Daniel Howland",,,,1859,at sea,Sarah A. Parker,1,574,,AS0032,Alice Frazier,Bark,406,"Richmond, ME",1841,"Lost, Okhotsk, Jan 1860",2-84; 2-92,1,510,33,,4,1.2725,1.53,.453125,.55000001,.345,.41999999,.078291818,22,Matched (3),64299.48,53015.809,406,1860,,4,4248,,.06666667,both in master and using data,4,4,16074.87,4,14816.95,1,
AV10054,1,Montpelier : 1842-1844,"New Bedford, MA",,Pacific,1842,1842 Jan 23,1844,1844,C,AA1279,"Thornton, John R.",23000,80,2690,New Bedford,PPL,NULL,1,"1, 2, 4, 6, 7, 395, 5",AM4941,"Taber, Ellery Tompkins",,,,,,,,,,AS0421,Montpelier,Ship,320,"Falmouth, ME",1829,"Cond at Honolulu, Mar 5, 1857",1-348,NULL,9155,410,,2,.73000002,.88999999,.33750001,.41,.24909,.30000001,.094117649,24,Matched (3),56212.199,46312.621,320,1857,,2,4249,,.0625,both in master and using data,2,1,28106.1,1,,,
AV10055,1,Montpelier : 1844-1847,"New Bedford, MA",,,1844,1844 Sep 22,1847,1847,C,AA1279,"Thornton, John R.",17500,400,2200,New Bedford,"KWM, PPL, YU",NULL,1,"1, 2, 4, 6, 69, 5, 7, 161, 395",AM4941,"Taber, Ellery Tompkins",,,,,,,,,,AS0421,Montpelier,Ship,320,"Falmouth, ME",1829,"Cond at Honolulu, Mar 5, 1857",2-429,NULL,9156,410,,3,.90499997,1.1799999,.36500001,.47,.40000001,.51999998,.079710148,22,Matched (3),72352,55930,320,1857,,3,4249,,.055555556,both in master and using data,2,2,24117.334,2,28106.1,,1
AV02143,1,Cadmus : 1831-1834,"Fairhaven, MA",,Pacific,1831,1831,1834,1834,L,AA0003,"Adams, Atkins",0,2313,0,"New Bedford, MA",KWM,1,1,"1, 4, 6, 7, 395, 5",AM4943,"Taber, Frederick C.",,c. 1802,,,,,,,,AS1019,Cadmus,Ship,320,"Medford, MA",1816,"Lost Cadmus Is, Aug, 1842",1-94,NULL,1958,993,27.781143,3,.70999998,.75999999,.30000001,.31999999,.17,.18000001,.041958041,6,Matched (3),73830.961,68973.656,320,1842,26,3,4251,,,both in master and using data,4,1,24610.32,1,,,
AV07158,1,Isabella : 1834-1838,"Fairhaven, MA",,Pacific,1834,1834,1838,1838,L,AA0644,"Howland, James H.",0,2546,0,New Bedford,"KWM, NBW",NULL,1,"1, 4, 6, 50, 7, 5, 395",AM4943,"Taber, Frederick C.",,c. 1802,,,,,,,,AS0304,Isabella,Ship,410/411,"St Simon’s Is, GA",1804,"Lost, Isl of Chiloe, Jan 31, 1850",,NULL,6558,298,,4,.72500002,.81,.27500001,.31,.20999999,.23,.026881721,5,Matched (3),86614.922,77525.703,410.5,1850,,4,4251,32,,both in master and using data,4,2,21653.73,2,24610.32,1,
AV14154,1,Tuscaloosa : 1840-1844,"New Bedford, MA",,,1840,1840 Jul 15,1844,1844,L,AA0631,Howland & Hussey,0,1663,127,New Bedford,NBW,NULL,1,"1, 2, 4, 6, 5, 7, 395",AM4943,"Taber, Frederick C.",,c. 1802,,,,,,,,AS0652,Tuscaloosa,Bark / Ship,284,"Rochester, MA-Mattapoisett, MA",1825,"Lost at Patagonia, Oct 5, 1845",1-479,NULL,12830,643,,4,1,1.05,.30000001,.31999999,.19,.2,.033457249,9,Matched (3),75045.18,71446.203,284,1845,,4,4251,,,both in master and using data,4,3,18761.295,3,21653.73,1,
AV12210,1,Rebecca Sims : 1845-1849,"New Bedford, MA",,,1845,1845,1849,1849,,AA1065,"Rodman, William R.",0,1495,9,New Bedford,,NULL,1,"1, 2, 4, 5, 7, 395",AM4943,"Taber, Frederick C.***",L,c. 1802,,,,,,,,AS0574,Rebecca Sims,Ship,400,"Philadelphia, PA",1807,Stone Fleet #1,2-527,NULL,11103,563,,4,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),66708.594,55379.469,400,1862,55,4,4251,,.0625,both in master and using data,4,4,16677.148,4,18761.295,1,
AV13531,1,Sunbeam : 1878-1882,"New Bedford, MA",,Atlantic,1878,1878 Jul 9,1882,1882 May 16,L,AA1380,"Wing, Joseph & William R.",3870,900,1610,New Bedford,"NBW, NBL",NULL,1,"1, 13, 6, 395, 5",AM4944,"Taber, Frederick Plummer",,1849,,1887,,,,111,,AS0630,Sunbeam,Bark,360/255/243,"Mattapoisett, MA",1856,"Lost, Wolf Island, Darien, Georgia, 1911",,NULL,12295,620,,4,.91500002,1.01,.44,.47999999,2.46,2.7,.10280374,11,Matched (3),81084.602,73860,286,1911,,4,4252,,,both in master and using data,2,1,20271.15,1,,,
AV06266,1,Hattie E. Smith : 1885-1887,"Edgartown, MA",New Bedford,"Atlantic, W Indies",1885,1885 Oct 1,1887,1887 Aug 23,,AA0939,"Osborn, Samuel, Jr.",0,250,0,New Bedford,PPL,NULL,1,"1, 13, 6, 427, 5, 395",AM4944,"Taber, Frederick Plummer***",L,1849,,1887,,,,111,,AS1555,Hattie E. Smith,Schr,107/102/100,"Newburyport, MA",1869,,,NULL,5748,1521,,2,.81999999,.95999998,.44999999,.52999997,2.6800001,3.1500001,.059999999,6,Matched (3),10080,8610,103,1894,,2,4252,,,both in master and using data,2,2,5040,2,20271.15,1,
AV04484,1,Endeavor : 1843-1845,"New Bedford, MA",,,1843,1843 Aug 10,1845,1845,,AA1304,"Tucker, Charles R.",15000,116,1800,New Bedford,,NULL,1,"1, 2, 4, 5, 7, 395",AM4946,"Taber, George",,,,,,Marie R. A. (Alida) Lehongre,,,,AS0173,Endeavor,Bark / Ship,234/252/231,"Salem, MA",1803,,1-143,NULL,4110,172,,2,.63,.83999997,.345,.46000001,.35749999,.47999999,.077738516,22,Matched (3),46068.48,34513.859,239,1870,,2,4253,,.05882353,both in master and using data,7,1,23034.24,1,,,
AV02304,1,Canton II : 1845-1847,"New Bedford, MA",,Indian,1845,1845 Jul 28,1847,1847,L,AA1305,"Tucker, Charles R. & Co.",9679,163,1587,New Bedford,NBL,1,1,"1, 2, 4, 6, 7, 5, 50, 395",AM4946,"Taber, George",,,,,,Marie R. A. (Alida) Lehongre,,,,AS0087,Canton II,Bark / Bark Or Ship,280/266/239/238,"Baltimore, MD",1835,"Wrecked on Island of Mayo, Cape Verde, Nov 26, 1910",2-99,NULL,2102,87,30.174528,2,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),37886.75,31191.547,255.75,1910,,2,4253,,.06666667,both in master and using data,7,2,18943.375,2,23034.24,1,
AV02305,1,Canton II : 1847-1851,"New Bedford, MA",,,1847,1847 Oct 2,1851,1851,L,AA1305,"Tucker, Charles R. & Co.",9100,425,1095,"New Bedford, MA",KWM,NULL,1,"1, 2, 4, 5, 7, 161, 50, 395",AM4946,"Taber, George",,,,,,Marie R. A. (Alida) Lehongre,,,,AS0087,Canton II,Bark / Bark Or Ship,280/266/239/238,"Baltimore, MD",1835,"Wrecked on Island of Mayo, Cape Verde, Nov 26, 1910",2-99,NULL,2103,87,,4,1.002548,1.11,.36000001,.40000001,.30875,.34,.047781572,14,Matched (3),41303.5,37261.508,255.75,1910,,4,4253,,.06666667,both in master and using data,7,3,10325.875,3,18943.375,,1
AV01132,1,Antelope : 1861-1863,"New Bedford, MA",,"Hudson Bay, N Atlantic",1861,1861 Oct 29,1863,1863,L,AA1274,"Thomas, S. & Co.",24000,0,1500,New Bedford,"KWM, NBW",NULL,1,"1, 4, 6, 7, 5",AM4946,"Taber, George",,,,,,Marie R. A. (Alida) Lehongre,,,,AS0029,Antelope,Bark,340/335,"Nobleboro, ME",1846,"Lost, Cumberland Inlet, 1866",3-504,NULL,1041,31,,2,1.3150001,1.48,.4425,.5,.66000003,.74000001,.052401748,12,Matched (3),49260,43717.5,337.5,1866,,2,4253,,,both in master and using data,7,4,24630,4,10325.875,1,
AV05785,1,Glacier : 1864-1865,"New Bedford, MA",,Hudson Bay,1864,1864 Jun 21,1865,1865,So,AA1273,"Thomas, S.",5500,18,328,New Bedford,"PPL, PEM",1,1,"1, 4, 6, 7, 138, 5, 395",AM4946,"Taber, George F.",,,,,,Marie R. A. (Alida) Lehongre,,,,AS0256,Glacier,Bark / Schr,262/195,"Fairhaven, MA",1864,"Sold to Wiscasset, ME, 1873",4-355,NULL,5307,251,4.5318561,1,1.78,.92000002,1.28,.66000003,1.8,.93000001,.11111111,18,Matched (3),14902.681,28878.959,228.5,1873,,1,4253,,,both in master and using data,7,5,14902.681,5,24630,1,
AV03912,1,E. Corning : 1866-1869,"New Bedford, MA",,Indian,1866,1866 Jul 9,1869,1869,C,AA1237,Swift & Perry,6280,840,925,New Bedford,YU,NULL,1,"1, 4, 6, 7, 5, 395",AM4946,"Taber, George",,,,,,Marie R. A. (Alida) Lehongre,,,,AS0191,E. Corning,Bark,325/323,"Baltimore, MD",1848,"Broken up, 1882",4-51,NULL,3588,190,,3,2.55,1.47,1.21,.69999999,1.37,.79000002,.14399999,18,Matched (3),84017.797,145576.09,324,1882,,3,4253,,,both in master and using data,7,6,28005.932,6,14902.681,1,
